Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2053255,4-Jul-21,Tennessee,Knoxville,3900 block of Alma Ave,1,0,N/A
2054915,3-Jul-21,Texas,Tyler,323 Chimney Rock Dr,1,0,N/A
2052995,3-Jul-21,Virginia,Bedford,900 block of Burks Hill Rd,1,0,N/A
2052146,3-Jul-21,Virginia,Richmond,4521 S Laburnum Ave,1,1,N/A
2052603,3-Jul-21,California,Chula Vista,530 Telegraph Canyon Rd,1,0,N/A
2051232,2-Jul-21,North Carolina,Tarboro,2200 block of Sherwood Ave,1,0,N/A
2053259,2-Jul-21,South Carolina,Charleston,100 block of Ivy Green Way,1,0,N/A
2050257,1-Jul-21,Ohio,Columbus,462 S Eureka Ave,1,0,N/A
2051370,1-Jul-21,Missouri,West Plains,Co Rd 3010,1,0,N/A
2050397,1-Jul-21,Pennsylvania,Philadelphia,5500 block of Whitby Ave,1,0,N/A
2050433,30-Jun-21,Missouri,Saint Louis (Jennings),5400 block of Hamilton Ave,1,0,N/A
2050250,30-Jun-21,Michigan,Kalamazoo,5700 block of Higgins St,2,0,N/A
2048932,29-Jun-21,Alabama,Mobile,2602 Florida St,1,0,N/A
2048113,29-Jun-21,Maryland,Annapolis,Pleasant St,1,0,N/A
2048839,29-Jun-21,District of Columbia,Washington,1400 block of R St NW,1,0,N/A
2047178,27-Jun-21,Tennessee,Millington,Currie Rd,1,0,N/A
2045816,26-Jun-21,California,Fresno,Clinton Ave and Crystal Ave,1,0,N/A
2045611,26-Jun-21,Georgia,Atlanta,215 Piedmont Ave NE,1,2,N/A
2045972,26-Jun-21,Pennsylvania,Philadelphia,1400 block of W Pacific St,1,0,N/A
2045920,25-Jun-21,Arizona,Tempe,S 48th St and E Broadway Rd,1,0,N/A
2045116,25-Jun-21,Virginia,Virginia Beach,1300 block of Crane Crescent,1,0,N/A
2045604,25-Jun-21,Illinois,Burbank,8300 block of Laramie Ave,1,0,N/A
2046188,25-Jun-21,Georgia,Dublin,Mimosa Dr,1,0,N/A
2044225,24-Jun-21,Michigan,Kalamazoo,1100 block of Lake St,1,0,N/A
2051643,24-Jun-21,Illinois,Zion,3000 block of Elim Ave,1,0,N/A
2044303,24-Jun-21,Kentucky,Hopkinsville,100 block of Plum St,1,0,N/A
2042281,22-Jun-21,Michigan,Detroit,15200 block of Rochelle Ave,1,0,N/A
2042475,20-Jun-21,Texas,Houston,3801 Omeara St,1,0,N/A
2039532,19-Jun-21,Illinois,Chicago,3301 W North Ave,1,0,N/A
2039861,19-Jun-21,Texas,Dallas,3500 block of Dixon Ave,1,0,N/A
2042046,19-Jun-21,New Jersey,Bridgeton,300 block of Atlantic St,1,0,N/A
2038033,17-Jun-21,Louisiana,Baton Rouge,Ford St and Mickens Rd,1,0,N/A
2037995,17-Jun-21,Maine,Temple,15 Forest Hill Rd,1,0,N/A
2037273,16-Jun-21,Oregon,Beaverton,SW Alger Ave and SW 14th St,1,0,N/A
2035964,15-Jun-21,Florida,Jacksonville,10300 block of Allene Rd,1,0,N/A
2036173,14-Jun-21,Oklahoma,Tulsa,N Garnett Rd and E Admiral Pl,1,0,N/A
2034643,13-Jun-21,Texas,Grand Prairie,2300 block of Dalworth St,1,0,N/A
2033799,12-Jun-21,Kansas,Topeka,1700 block of SE 31st St,1,0,N/A
2032475,12-Jun-21,Florida,Fort Lauderdale (Sunrise),12801 W Sunrise Blvd,1,0,N/A
2029078,8-Jun-21,Tennessee,Nashville,Clarksville Pike and Buena Vista Pike,1,3,N/A
2028374,8-Jun-21,Illinois,Chicago,2200 block of N Marmora Ave,1,0,N/A
2029899,8-Jun-21,Virginia,Church Road,7400 block of Colemans Lake Rd,1,0,N/A
2027097,6-Jun-21,Florida,Miami Beach,I-195 and Alton Rd,1,0,N/A
2025578,5-Jun-21,Minnesota,Minneapolis,E Lake St and Hiawatha Ave,1,0,N/A
2026879,5-Jun-21,Texas,Houston,1450 block of Oxford Meadow Dr,1,0,N/A
2027081,5-Jun-21,Iowa,Raymond,110 Hillcrest St,1,0,N/A
2030497,4-Jun-21,Wisconsin,Whitewater,304 N Tratt St,1,0,N/A
2025297,4-Jun-21,Texas,Dallas,1400 block of Stardale Ln,1,0,N/A
2025180,4-Jun-21,Virginia,Oak Hall,28000 block of Withams Rd,1,0,N/A
2022551,2-Jun-21,Illinois,Joliet,201 S Eastern Ave,1,0,N/A
2023091,2-Jun-21,Mississippi,Canton,117 S Hargon St,1,0,N/A
2022188,1-Jun-21,Texas,Lumberton (Rose Hill Acres),4940 US 69,1,0,N/A
2021159,30-May-21,Kentucky,Radcliff,N/A,1,0,N/A
2022433,30-May-21,Pennsylvania,Coatesville,300 block of Community Ln,1,0,N/A
2018972,29-May-21,New York,Brooklyn,1971 Pacific St,1,0,N/A
2019331,29-May-21,Oklahoma,Tulsa,2186 S 99th E Ave,1,0,N/A
2019036,28-May-21,Georgia,Jackson,School St and Jackson St,1,1,N/A
2019508,28-May-21,Maryland,Fort Washington,10100 block of Old Fort Rd,1,0,N/A
2018559,27-May-21,Iowa,Waterloo,1433 Byron Ave,1,0,N/A
2016573,26-May-21,Utah,Salt Lake City (West Valley City),Hyannis Ave,1,0,N/A
2015797,26-May-21,Arizona,Mesa,1120 S Sycamore Rd,1,0,N/A
2023336,25-May-21,West Virginia,Kearneysville,3354 Charles Town Rd,1,0,N/A
2018311,23-May-21,Texas,Waller,1600 block of Bowler Rd,1,1,N/A
2014514,23-May-21,Texas,Austin,9705 Reservoir Ct,1,0,N/A
2011610,22-May-21,Indiana,Fort Wayne,2177 Eden St,1,4,N/A
2014683,22-May-21,Mississippi,Waynesboro,White Oak St,1,0,N/A
2011139,21-May-21,Texas,Fort Worth,1513 E Presidio St,2,0,N/A
2011077,21-May-21,New York,Albany,1st St and Quail St,1,5,N/A
2009582,20-May-21,Indiana,Indianapolis,3400 block of N Leland Ave,1,0,N/A
2009451,19-May-21,Illinois,Chicago,1700 block of E 71st St,2,0,N/A
2010015,19-May-21,Maryland,Laurel,3400 block of Laurel Fort Meade Rd,1,0,N/A
2008789,19-May-21,Michigan,Detroit,1555 Outer Dr E,1,2,N/A
2008856,18-May-21,South Carolina,Hartsville,900 Block of Clearview Dr,1,0,N/A
2008034,18-May-21,Texas,Houston,17100 block of Hilton Hollow Dr,1,0,N/A
2009257,18-May-21,Ohio,Galion,N/A,1,0,N/A
2006594,17-May-21,Alabama,Maylene,308 Goldilocks Ln,1,0,N/A
2011809,17-May-21,Florida,Brooker,1307 NW 223rd Ln,1,0,N/A
2007416,17-May-21,Minnesota,Minneapolis,N 35th Ave and Penn Ave N,1,1,N/A
2006294,16-May-21,Arizona,Tempe,S Rural Rd and E Baseline Rd,1,0,N/A
2006304,16-May-21,Michigan,Edwardsburg,69000 block of Maple St,1,0,N/A
2005169,15-May-21,Pennsylvania,Archbald,600 Block of Salem Rd,1,1,N/A
2005217,15-May-21,Minnesota,Minneapolis,2200 block of Ilion Ave N,1,0,N/A
2004922,14-May-21,Ohio,Columbus,2300 block of Sunbury Rd,1,0,N/A
2010265,14-May-21,Texas,Waco,1700 Dallas Cir,1,0,N/A
2003588,13-May-21,Missouri,Union,700 block of Star Circle,1,0,N/A
1999805,8-May-21,Illinois,Hazel Crest,17600 block of Arlington Ln,1,0,N/A
1999088,8-May-21,Wisconsin,Milwaukee,3214 W Michigan St,1,0,N/A
1997489,7-May-21,Florida,Pensacola,4101 W Navy Blvd,1,0,N/A
1998108,7-May-21,Florida,Clewiston,940 W Sugarland Hwy,1,1,N/A
1996148,4-May-21,Pennsylvania,East Stroudsburg,2000 block of Vista Cir,1,0,N/A
1994331,3-May-21,Illinois,East Saint Louis (Cahokia),1300 block of Saint Stephens Dr,1,0,N/A
1993916,2-May-21,Texas,Houston,10010 Antoine Dr,1,0,N/A
1993824,2-May-21,West Virginia,Beckley,500 block of Terrill St,1,0,N/A
1996618,2-May-21,Kansas,Wichita,800 block of S Terrace Dr,1,0,N/A
1994086,2-May-21,California,Keyes,Martha Ave and 7th St,1,0,N/A
1991688,30-Apr-21,Alabama,Hazel Green,Butter and Egg Rd,1,0,N/A
1988688,27-Apr-21,Virginia,Richmond,4000 Midlothian Turnpike,2,3,N/A
1987755,26-Apr-21,Texas,Grand Prairie,2300 block of May Ln,1,0,N/A
1989036,26-Apr-21,Alaska,Nightmute,N/A,1,0,N/A
1989066,26-Apr-21,Tennessee,Memphis,5001 Airways Blvd,1,0,N/A
1987653,25-Apr-21,Texas,Dallas,4300 block of Duncanville Rd,1,0,N/A
1986575,25-Apr-21,Arizona,Phoenix,4270 W Thomas Rd,1,0,N/A
2045922,25-Apr-21,New Mexico,Ruidoso,901 Mechem Dr,1,0,N/A
1987006,25-Apr-21,Florida,Fort Myers,3513 Fowler St,1,1,N/A
1987107,25-Apr-21,Washington,Federal Way,27900 block of Pacific Hwy S,1,0,N/A
1986906,24-Apr-21,North Dakota,Cando,N/A,1,0,N/A
1985267,23-Apr-21,Missouri,Kansas City,2900 block of Lockridge Ave,1,0,N/A
1984099,21-Apr-21,Arizona,Phoenix,19th Ave and Peoria Ave,1,1,N/A
1983532,21-Apr-21,Texas,Houston,12800 block of Flagstaff Ln,1,0,N/A
1984361,21-Apr-21,Tennessee,Nashville,3800 Clarksville Pike,1,0,N/A
1984097,20-Apr-21,Texas,Fort Worth,6200 block of Salem Trl,1,0,N/A
1983157,19-Apr-21,Alabama,Huntsville,N/A,1,0,N/A
1982106,19-Apr-21,Arizona,Tucson,4400 block of S 4th Ave,1,0,N/A
1981570,18-Apr-21,Nevada,Henderson,130 Par Excellence Dr,1,1,N/A
1981295,18-Apr-21,Texas,Fort Worth,1645 Lake Shore Dr,1,0,N/A
1980492,17-Apr-21,Ohio,Columbus,5001 Chatterton Rd,1,5,N/A
1978358,14-Apr-21,Kansas,Leavenworth,426 Delaware St,1,0,N/A
1977316,14-Apr-21,Georgia,Norcross,3400 block of Holcomb Bridge Rd,1,0,N/A
1975927,12-Apr-21,Tennessee,Nashville,25th Ave N and Dowlan St,1,3,N/A
1974999,11-Apr-21,Texas,Dallas,2827 S Buckner Blvd,1,0,N/A
1975373,11-Apr-21,Florida,Jacksonville,4000 Block of Jeb Stuart Ln,1,0,N/A
1974431,11-Apr-21,Connecticut,Meriden,W Main St,1,0,N/A
1974075,10-Apr-21,Massachusetts,Boston,19 Olney St,1,0,N/A
1973985,10-Apr-21,Connecticut,Hartford,182 Nelson St,1,0,N/A
1974161,10-Apr-21,Texas,Houston,6200 W Tidwell Rd,1,0,N/A
1972954,9-Apr-21,Texas,Houston,3130 Crestdale Dr,1,0,N/A
1973294,8-Apr-21,Oklahoma,Oklahoma City,600 block of SE 22nd St,1,0,N/A
1972569,8-Apr-21,Oklahoma,Oklahoma City,NE 29th St and N Martin Luther King Ave,1,0,N/A
1972352,8-Apr-21,Virginia,Richmond,2394 Afton Ave,1,0,N/A
1971583,7-Apr-21,Arkansas,Blytheville,Walls St and Denny St,1,1,N/A
1973320,7-Apr-21,Michigan,Mount Pleasant,7183 Bellevue Dr,1,0,N/A
1971171,7-Apr-21,Louisiana,Baker,4400 block of Breckenridge Dr,1,0,N/A
1972434,7-Apr-21,Kentucky,Hopkinsville,Prosperity Ln,1,0,N/A
1973662,7-Apr-21,Texas,Dallas,1810 High Hill Blvd,1,0,N/A
1970179,5-Apr-21,Michigan,Monroe,6000 block of Greenwycke Ln,1,0,N/A
1970336,5-Apr-21,Arizona,Fort Mohave,Cavalry Rd and Dunlap Rd,1,0,N/A
1968887,4-Apr-21,Alabama,Birmingham,3969 14th Ave N,1,5,N/A
1970173,3-Apr-21,Michigan,Flint,2900 block of Henry St,1,0,N/A
1967934,3-Apr-21,California,Lancaster,44654 18th St W,1,0,N/A
1969109,3-Apr-21,Vermont,Rutland,253 S Main St,1,0,N/A
1967912,2-Apr-21,Texas,Edcouch,22000 block of Mile 5 1/2 Rd  W,1,0,N/A
1965972,31-Mar-21,Kansas,Kansas City,6400 block of Farrow Ave,1,0,N/A
1996775,31-Mar-21,Florida,Englewood,Euler Ave,1,0,N/A
1966989,31-Mar-21,North Carolina,Greenville,1100 block of Van Dyke St,1,0,N/A
1966371,30-Mar-21,Georgia,Mount Zion,Bowdon Junction Rd,1,0,N/A
1966235,30-Mar-21,Virginia,Smithfield,900 block of John Rolfe Dr,1,0,N/A
1966375,30-Mar-21,Illinois,Oswego,800 block of Columbus Dr,1,0,N/A
1964480,29-Mar-21,Texas,San Antonio,8000 Oakdell Way,1,0,N/A
1963070,26-Mar-21,Virginia,Petersburg,1400 block of Talley Ave,1,0,N/A
1962905,26-Mar-21,Virginia,Virginia Beach,300 block of 19th St,1,0,N/A
1964419,26-Mar-21,Virginia,Halifax,Clays Mill School Rd,1,0,N/A
1962699,26-Mar-21,Pennsylvania,Monroeville,120 Cambridge Square Dr,1,0,N/A
1962820,26-Mar-21,Ohio,Columbiana,300 block of Quincy Ave,1,0,N/A
1960348,23-Mar-21,Florida,Tallahassee,2849 Apalachee Pkwy,1,1,N/A
1959615,22-Mar-21,Nevada,Las Vegas,2650 Las Vegas Blvd S,1,0,N/A
1959738,22-Mar-21,Missouri,Elk Creek,Nagle Dr,1,0,N/A
1957906,20-Mar-21,Wisconsin,Milwaukee,5900 block of N 76th St,1,0,N/A
1957701,20-Mar-21,Louisiana,Shreveport,4911 Monkhouse Dr,1,1,N/A
1958776,17-Mar-21,New York,Kingston,358 Broadway,1,0,N/A
1955301,17-Mar-21,Georgia,Columbus,2300 block of Avalon Dr,1,0,N/A
1955409,17-Mar-21,Tennessee,Antioch,3000 block of Rock Creek Dr,1,0,N/A
1954467,16-Mar-21,Virginia,Richmond,3700 block of Angela Dr,1,0,N/A
1952746,13-Mar-21,Texas,Waco,937 S 11th St,1,1,N/A
1951655,12-Mar-21,New York,Corona (Queens),Broadway and 48th St,1,0,N/A
1951793,12-Mar-21,Minnesota,Gaylord,27497 451st Ave,1,0,N/A
1953474,12-Mar-21,New York,Newburgh,N/A,1,0,N/A
1948712,8-Mar-21,Texas,Dallas,10325 Lake June Rd,1,0,N/A
1949918,8-Mar-21,Oregon,Bonanza,Bongo Ln,1,0,N/A
1947184,7-Mar-21,Tennessee,Cleveland,1585 Spring Place Rd SE,1,0,N/A
1947365,7-Mar-21,Oklahoma,Broken Arrow,S Garnett Rd and E 121st St S,1,0,N/A
1946173,6-Mar-21,Ohio,Nelsonville,Walnut St,1,0,N/A
1947131,6-Mar-21,New Mexico,Los Lunas,W Brazaro and Carmel Rd,1,0,N/A
1946228,6-Mar-21,Iowa,Des Moines,2300 block of Martin Luther King Junior Pkwy,1,0,N/A
1947107,6-Mar-21,Texas,Bellaire,4439 Bissonnet St,1,0,N/A
1946948,6-Mar-21,Michigan,Lansing,600 block of N Fairview Ave,1,0,N/A
1947126,5-Mar-21,Texas,Mckinney,1900 block of Grassmere Ln,1,0,N/A
1944102,3-Mar-21,Mississippi,Greenwood,Nelson St and Wilczinski St,1,0,N/A
1946200,2-Mar-21,Indiana,New Albany,Wayne St,1,0,N/A
1942461,1-Mar-21,Ohio,Toledo,1500 block of Nevada St,2,0,N/A
1944255,1-Mar-21,New Mexico,Taos,Salazar Rd,1,0,N/A
1942559,1-Mar-21,Illinois,Chicago,100 block of W 127th St,1,1,N/A
1942345,28-Feb-21,Ohio,Warren,3178 Starlite St,1,0,N/A
1941245,27-Feb-21,Michigan,Saint Johns,500 block of E State St,1,0,N/A
1944084,27-Feb-21,Mississippi,Waveland,301 Herlihy St,1,0,N/A
1940665,27-Feb-21,Washington,Othello,300 block of Hamlet St,1,0,N/A
1943056,26-Feb-21,Texas,El Paso,1925 Detroit Ave,1,0,N/A
1939861,26-Feb-21,Kansas,Hays,2000 block of 200th Ave,1,0,N/A
1936985,23-Feb-21,Tennessee,Grand Junction,Pearl Rd,1,0,N/A
1936994,22-Feb-21,Washington,Lakewood,8600 block of Steilacoom Blvd SW,1,0,N/A
1939110,21-Feb-21,New Mexico,Roswell,50 block of B St,1,0,N/A
1945065,21-Feb-21,South Carolina,Greer,N/A,1,0,N/A
1937262,21-Feb-21,Colorado,Lafayette,400 block of W Oak St,1,0,N/A
1937559,20-Feb-21,Missouri,Fayette,106 College St,1,0,N/A
1936034,20-Feb-21,Georgia,Calhoun,136 W Belmont Dr,1,0,N/A
1935061,20-Feb-21,Louisiana,Baton Rouge,12529 Coursey Blvd,1,0,N/A
1931897,17-Feb-21,Tennessee,Clarksville,3400 block of Pembroke Rd,1,0,N/A
1931260,17-Feb-21,Missouri,Kansas City,1900 block of W Pennway Ter,2,1,N/A
1931297,16-Feb-21,Illinois,Chicago,829 W 31st St,1,0,N/A
1931422,16-Feb-21,California,Los Angeles,13100 block of San Pedro St,1,0,N/A
1930390,15-Feb-21,North Carolina,Cornelius,19301 Meridian St,1,1,N/A
1929314,15-Feb-21,Maryland,Baltimore,4400 block of Moravia Ave,1,0,N/A
1950259,14-Feb-21,Michigan,Lansing,3435 W St Joseph St,1,0,N/A
1928908,14-Feb-21,Pennsylvania,Harrisburg (Swatara),2900 block of Sycamore St,1,0,N/A
1929156,14-Feb-21,Georgia,Macon,204 Chambers Cove Dr,1,0,N/A
1928984,14-Feb-21,Arizona,Phoenix,7611 W Thomas Rd,1,2,N/A
1928896,13-Feb-21,Alabama,Tuskegee,508 Pleasant Springs Dr,1,0,N/A
1926842,10-Feb-21,Georgia,Columbus,1270 Carmel Dr,1,0,N/A
1927921,10-Feb-21,Kentucky,Latonia (Taylor Mill),Knollwood Dr,1,0,N/A
1925681,10-Feb-21,Tennessee,Nashville,800 block of Claiborne St,1,0,N/A
1924171,8-Feb-21,Idaho,Idaho Falls,Tendoy Dr and Syringa Dr,1,0,N/A
1926689,7-Feb-21,Tennessee,Memphis,S Danny Thomas Blvd and Mississippi Blvd,1,1,N/A
1923411,7-Feb-21,Michigan,Pontiac,300 block of N Perry St,1,0,N/A
1923715,6-Feb-21,North Carolina,Elon,Altamahaw Church St,1,0,N/A
1923224,6-Feb-21,North Carolina,Hollister,Bobolink Trl,1,0,N/A
1920755,3-Feb-21,Pennsylvania,Kingston (Edwardsville),Tobin Ln and Francis St,1,0,N/A
1920639,3-Feb-21,Louisiana,Shreveport,700 block of Bernice Cir,1,0,N/A
1919003,2-Feb-21,Michigan,Metamora,3660 S Lapeer Rd,1,0,N/A
1918965,2-Feb-21,Georgia,Concord,44 4th St,1,0,N/A
1921789,2-Feb-21,Florida,Opa Locka,NW 132nd St and NW 28th Ave,1,0,N/A
1918452,1-Feb-21,West Virginia,Lester,Burma Ln,1,0,N/A
1917342,31-Jan-21,North Carolina,Greensboro,1000 block of Fir Place,1,0,N/A
1915359,29-Jan-21,Mississippi,Ellisville,400 block of New Hope Road,1,0,N/A
1915391,29-Jan-21,Georgia,Macon,2336 Ballard Dr,1,0,N/A
1914174,27-Jan-21,Tennessee,Knoxville,Shelbourne Rd and Washington Pike,1,0,N/A
1913552,27-Jan-21,Tennessee,Memphis,136 E McKellar Ave,1,0,N/A
1913701,27-Jan-21,Ohio,Cincinnati,200 block of N Cooper Ave,1,0,N/A
1912954,26-Jan-21,Texas,Houston,2219 Laurel Creek Dr,1,0,N/A
1911305,25-Jan-21,California,Davis,44643 CR 29,1,0,N/A
1911944,25-Jan-21,North Carolina,Engelhard,N/A,1,0,N/A
1914127,23-Jan-21,Texas,Blum,1300 block of TX-174,1,0,N/A
1908867,22-Jan-21,Michigan,Owosso,1400 block of Cleveland St,1,0,N/A
1908181,21-Jan-21,Kentucky,Louisville,600 block of S 41st St,1,0,N/A
1908542,21-Jan-21,California,Oakland,107th Ave and Apricot St,1,3,N/A
1906654,20-Jan-21,Michigan,Detroit,2400 block of Sturtevant St,1,0,N/A
1907472,20-Jan-21,Pennsylvania,Lock Haven,Youngs Ave,1,0,N/A
1907357,20-Jan-21,Pennsylvania,Philadelphia,2300 block of N Bouvier St,1,0,N/A
1906675,19-Jan-21,Florida,Jacksonville,Wedgefield Blvd,1,0,N/A
1906265,18-Jan-21,Nevada,Las Vegas,4600 block of E Charleston Blvd,1,0,N/A
1905851,18-Jan-21,Texas,Houston,4840 Jarmese St,1,0,N/A
1905448,18-Jan-21,Louisiana,New Orleans,3000 block of Bienville St,2,1,N/A
1907273,17-Jan-21,Illinois,Chicago,1200 block of S Kedvale Ave,1,0,N/A
1903678,16-Jan-21,Louisiana,Saint Rose,300 block of Mockingbird Lane,1,0,N/A
1907866,16-Jan-21,Texas,Tyler,1300 block of E Front St,1,0,N/A
1903561,15-Jan-21,Minnesota,Willmar,1000 block of 4th St SW,1,0,N/A
1900966,13-Jan-21,South Carolina,Greer,1029 S Buncombe Rd,2,1,N/A
1901670,12-Jan-21,California,Santa Paula,600 block of N 12th St,1,0,N/A
1899185,10-Jan-21,Indiana,Columbus,9200 E State Rd 58,1,0,N/A
1900089,9-Jan-21,Texas,Dayton,2800 block of FM 1960,1,0,N/A
1897844,8-Jan-21,Florida,Anthony,1676 NE 97th St Rd,1,0,N/A
1896249,6-Jan-21,Mississippi,Pascagoula,3300 block of Argentina St,1,0,N/A
1896224,6-Jan-21,Pennsylvania,Pittsburgh,1300 block of Franklin Ave,1,0,N/A
1895241,4-Jan-21,Tennessee,Memphis,2240 Howell Ave,1,0,N/A
1896655,4-Jan-21,Oklahoma,Idabel,100 NW Jamaica Ave,1,0,N/A
1894934,3-Jan-21,Missouri,Sedalia,125 E Boonville St,1,0,N/A
1896235,3-Jan-21,Pennsylvania,Norristown,1400 block of Markley St,1,0,N/A
1893327,3-Jan-21,Texas,Houston,2900 Travis St,1,4,N/A
1892646,2-Jan-21,South Carolina,Myrtle Beach,9547 US-17 BUS,1,2,N/A
1892901,2-Jan-21,Oregon,Portland,13424 NE Sandy Blvd,1,0,N/A
1894799,2-Jan-21,Idaho,Kuna,28000 block of S Pleasant Valley Rd,1,0,N/A
1891520,1-Jan-21,Illinois,Chicago,8700 block of S Buffalo Ave,1,1,N/A
1892128,1-Jan-21,Texas,Arlington,1600 block of Connally Terr,1,0,N/A
1892088,1-Jan-21,Texas,Arlington,700 block of Washington Dr,1,0,N/A
1892390,29-Dec-20,Texas,San Antonio,7700 block of Oakdell Dr,1,0,N/A
1888338,28-Dec-20,Nevada,Whitney,Stephanie St and E Hacienda Ave,1,0,N/A
1889239,28-Dec-20,Minnesota,Cloquet,3609 Giiniw Rd,1,0,N/A
1888046,27-Dec-20,Maryland,Churchville,2800 block of Churchville Rd,1,0,N/A
1887263,26-Dec-20,Texas,San Antonio,6000 block of Jackies Farm,1,0,N/A
1886751,25-Dec-20,Texas,Denton,1100 block of Ave B,1,0,N/A
1886652,25-Dec-20,Maryland,Indian Head,Mattingly Ave,1,0,N/A
1886385,24-Dec-20,Florida,Lehigh Acres,5300 block of Butte St,1,0,N/A
1886077,24-Dec-20,South Carolina,Florence,4000 block of W Palmetto St,1,0,N/A
1898385,24-Dec-20,Ohio,Brookpark (Brook Park),Paulding Blvd,1,0,N/A
1885378,23-Dec-20,Minnesota,Saint Paul,850 Rice St,1,0,N/A
1884589,23-Dec-20,Texas,San Antonio,200 block of Remolino St,1,1,N/A
1883991,22-Dec-20,Texas,Houston,131 Wellington St,1,0,N/A
1884951,22-Dec-20,Texas,Lubbock,500 block of N Flint Ave,1,0,N/A
1884497,22-Dec-20,Louisiana,Alexandria,3900 block of Clinton St,1,0,N/A
1883735,21-Dec-20,Minnesota,Saint Paul,300 block of Larpenteur Ave W,1,0,N/A
1883818,21-Dec-20,Georgia,Atlanta,3440 Peachtree Rd,1,0,N/A
1883624,21-Dec-20,Florida,Fort Walton Beach,8 Memorial Pkwy SW,1,0,N/A
1885277,20-Dec-20,Alabama,Friendship,N/A,1,0,N/A
1881623,19-Dec-20,Arkansas,Little Rock,5200 block of Peach Leaf Cove,1,0,N/A
1888011,19-Dec-20,Texas,Rowlett,N/A,1,0,N/A
1880857,18-Dec-20,Missouri,Springfield,2300 block of N Pierce Ave,1,0,N/A
1879819,17-Dec-20,Ohio,Hamilton,208 Cereal Ave,1,0,N/A
1879827,16-Dec-20,Nevada,Las Vegas,1300 block of S Arlington St,1,0,N/A
1878745,15-Dec-20,Indiana,Fairmount,1500 block of N Main St,1,0,N/A
1879707,15-Dec-20,Idaho,Castleford,N/A,1,0,N/A
1878951,15-Dec-20,Maryland,Edgewood,1400 block of Hanson Rd,1,0,N/A
1878564,15-Dec-20,Michigan,Canton,41000 block of Old Michigan Ave,1,0,N/A
1880345,15-Dec-20,California,Fontana,Mango Ave and Foothill Blvd,1,0,N/A
1927638,14-Dec-20,Georgia,Atlanta (Sandy Springs),5500 Block of Roswell Rd,1,0,N/A
1877224,14-Dec-20,Florida,Cocoa,1671 Owosso St,1,0,N/A
1879816,14-Dec-20,Virginia,Wytheville,492 Griffith Knob,1,0,N/A
1876776,13-Dec-20,Kentucky,Louisville,6900 block of Brooklawn Dr,1,0,N/A
1877605,13-Dec-20,California,Tollhouse,28000 block of Burrough Valley Rd,1,0,N/A
1874575,10-Dec-20,Arkansas,Little Rock,33 Falcon Ct,1,0,N/A
1873125,8-Dec-20,New Jersey,Sussex (Wantage),Havens Rd,1,0,N/A
1873062,7-Dec-20,Virginia,Chesterfield,21000 block of Orange Hill Ave,1,0,N/A
1871781,6-Dec-20,Arizona,Mesa,N Sossaman Rd and E McDowell Rd,1,0,N/A
